1, State-gov,77516, Bachelors,13, Adm-clerical,2174,0,40, <=50K
404, Private,227689, Assoc-voc,11, Tech-support,0,0,64, <=50K
405, Private,166481, 7th-8th,4, Handlers-cleaners,0,2179,40, <=50K
406, Private,445382, Masters,14, Exec-managerial,0,1977,65, >50K
407, Private,110145, HS-grad,9, Adm-clerical,0,0,40, <=50K
408, Self-emp-not-inc,317253, HS-grad,9, Craft-repair,0,0,25, <=50K
409, ?,123147, Some-college,10, ?,0,1887,40, >50K
410, Private,364657, Some-college,10, Exec-managerial,0,0,50, <=50K
411, Local-gov,42346, Some-college,10, Other-service,0,0,24, <=50K
412, Private,241951, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
413, Private,118500, Some-college,10, Exec-managerial,0,0,40, <=50K
414, Private,188386, Doctorate,16, Exec-managerial,15024,0,60, >50K
415, State-gov,1033222, Some-college,10, Machine-op-inspct,0,0,40, <=50K
416, Private,92440, 12th,8, Craft-repair,0,0,50, >50K
417, Private,190762, 1st-4th,2, Machine-op-inspct,0,0,40, <=50K
418, Private,426017, 11th,7, Other-service,0,0,19, <=50K
419, Local-gov,243867, 11th,7, Machine-op-inspct,0,0,40, <=50K
420, State-gov,240283, HS-grad,9, Transport-moving,0,0,40, <=50K
421, Private,61777, Some-college,10, Sales,0,0,30, <=50K
422, Private,175024, 11th,7, Handlers-cleaners,2176,0,18, <=50K
423, State-gov,92003, Bachelors,13, Exec-managerial,0,0,40, >50K
424, Private,188401, HS-grad,9, Farming-fishing,0,0,40, <=50K
425, Private,228528, 10th,6, Craft-repair,0,0,35, <=50K
426, Private,133373, HS-grad,9, Transport-moving,0,0,60, <=50K
427, Federal-gov,255191, Masters,14, Prof-specialty,0,1408,40, <=50K
428, Private,204653, HS-grad,9, Handlers-cleaners,0,0,72, <=50K
429, Self-emp-inc,222289, HS-grad,9, Exec-managerial,0,0,40, >50K
430, Local-gov,287480, Masters,14, Prof-specialty,0,0,40, <=50K
431, ?,107762, HS-grad,9, ?,0,0,24, <=50K
432, ?,202521, 11th,7, ?,0,0,40, <=50K
433, Self-emp-not-inc,204116, Bachelors,13, Prof-specialty,2174,0,40, <=50K
434, Private,29662, Assoc-acdm,12, Other-service,0,0,25, >50K
435, Private,116358, Some-college,10, Craft-repair,0,1980,40, <=50K
436, Private,208405, Masters,14, Prof-specialty,0,0,50, >50K
437, Local-gov,284843, HS-grad,9, Farming-fishing,594,0,60, <=50K
438, Local-gov,117018, Some-college,10, Protective-serv,0,0,40, <=50K
439, Private,81281, Some-college,10, Adm-clerical,0,0,40, <=50K
440, Local-gov,340148, Some-college,10, Adm-clerical,0,0,40, <=50K
441, Private,363425, Bachelors,13, Prof-specialty,0,0,40, <=50K
442, Private,45857, HS-grad,9, Adm-clerical,0,0,28, <=50K
443, Federal-gov,191073, HS-grad,9, Armed-Forces,0,0,40, <=50K
444, Private,116632, Some-college,10, Prof-specialty,0,0,40, >50K
445, Private,405855, 9th,5, Craft-repair,0,0,40, <=50K
446, Private,298227, Some-college,10, Sales,0,0,35, <=50K
447, Private,290521, HS-grad,9, Exec-managerial,0,0,40, <=50K
448, Private,56915, HS-grad,9, Craft-repair,0,0,40, <=50K
449, Private,146538, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
450, ?,258872, 11th,7, ?,0,0,5, <=50K
451, Private,206399, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
452, Self-emp-inc,197332, Some-college,10, Craft-repair,0,0,55, >50K
453, Private,245062, HS-grad,9, Craft-repair,0,0,40, >50K
454, Private,197583, Assoc-acdm,12, Exec-managerial,0,0,40, >50K
455, Self-emp-not-inc,234885, HS-grad,9, Sales,0,0,40, >50K
456, Private,72887, Assoc-voc,11, Machine-op-inspct,0,0,40, >50K
457, Private,180374, HS-grad,9, Exec-managerial,0,0,40, <=50K
458, Private,351299, Some-college,10, Transport-moving,0,0,50, <=50K
459, Private,54012, HS-grad,9, Transport-moving,0,0,60, <=50K
460, ?,115745, Some-college,10, ?,0,0,40, <=50K
461, Private,116632, Assoc-acdm,12, Farming-fishing,0,0,40, <=50K
462, Local-gov,288825, HS-grad,9, Transport-moving,0,0,40, <=50K
463, Private,132601, Bachelors,13, Prof-specialty,0,0,50, <=50K
464, Private,193374, 1st-4th,2, Craft-repair,0,0,40, <=50K
465, Private,170070, Bachelors,13, Tech-support,0,0,20, <=50K
466, Private,126708, HS-grad,9, Adm-clerical,0,0,60, <=50K
467, Private,35598, HS-grad,9, Transport-moving,0,0,40, <=50K
468, Private,33983, Some-college,10, Transport-moving,0,0,40, <=50K
469, Private,192776, Masters,14, Exec-managerial,0,1977,45, >50K
470, Private,118551, Bachelors,13, Tech-support,0,0,16, >50K
471, Private,201965, Some-college,10, Prof-specialty,0,0,40, >50K
472, ?,139883, Some-college,10, ?,0,0,40, <=50K
473, Private,285020, HS-grad,9, Craft-repair,0,0,40, <=50K
474, Private,303990, HS-grad,9, Transport-moving,0,0,60, <=50K
475, Private,49401, Assoc-voc,11, Other-service,0,0,24, <=50K
476, Private,279196, Bachelors,13, Craft-repair,0,0,40, <=50K
477, Private,211870, 9th,5, Other-service,0,0,6, <=50K
478, Private,281432, Some-college,10, Handlers-cleaners,0,0,30, <=50K
479, Private,161155, 10th,6, Other-service,0,0,40, <=50K
480, Private,197904, HS-grad,9, Other-service,0,0,35, <=50K
481, Private,111746, Assoc-acdm,12, Craft-repair,0,0,45, <=50K
482, Self-emp-not-inc,170721, Some-college,10, Craft-repair,0,0,20, <=50K
483, State-gov,70100, Bachelors,13, Prof-specialty,0,0,20, <=50K
484, Private,193626, HS-grad,9, Craft-repair,0,0,40, <=50K
485, ?,271749, 12th,8, ?,594,0,40, <=50K
486, Private,189775, Some-college,10, Adm-clerical,0,0,20, <=50K
487, ?,401531, 1st-4th,2, ?,0,0,35, <=50K
488, Local-gov,286967, HS-grad,9, Transport-moving,0,0,45, <=50K
489, Local-gov,164427, Bachelors,13, Prof-specialty,0,0,40, <=50K
490, Private,91039, Bachelors,13, Sales,15024,0,60, >50K
491, Private,347934, HS-grad,9, Other-service,0,0,35, <=50K
492, Federal-gov,371373, HS-grad,9, Adm-clerical,0,0,40, <=50K
493, Private,32220, Assoc-acdm,12, Exec-managerial,0,0,60, <=50K
494, Private,187251, HS-grad,9, Prof-specialty,0,0,25, <=50K
495, Private,178107, Bachelors,13, Craft-repair,0,0,20, <=50K
496, Private,343121, HS-grad,9, Adm-clerical,0,0,36, <=50K
497, Private,262749, Some-college,10, Machine-op-inspct,0,0,40, <=50K
498, Private,403107, 5th-6th,3, Other-service,0,0,40, <=50K
499, Private,64293, Some-college,10, Prof-specialty,0,0,35, <=50K
500, ?,303588, HS-grad,9, ?,0,0,20, <=50K
501, Local-gov,324960, HS-grad,9, Farming-fishing,0,0,40, <=50K
502, Local-gov,114060, HS-grad,9, Transport-moving,0,0,40, <=50K
503, Private,48925, Some-college,10, Adm-clerical,0,0,40, <=50K
504, Private,180980, Some-college,10, Other-service,0,0,42, <=50K
505, Private,181054, Bachelors,13, Sales,0,0,40, <=50K
506, Private,388093, Bachelors,13, Exec-managerial,0,0,40, <=50K
507, Private,249609, Some-college,10, Protective-serv,0,0,8, <=50K
508, Private,112131, Some-college,10, Exec-managerial,0,0,40, <=50K
509, Local-gov,543162, HS-grad,9, Adm-clerical,0,0,40, <=50K
510, Private,91996, HS-grad,9, Other-service,0,0,40, <=50K
511, Private,141944, Assoc-voc,11, Handlers-cleaners,0,1380,42, <=50K
512, ?,251804, 5th-6th,3, ?,0,0,30, <=50K
513, Private,37070, Assoc-voc,11, Craft-repair,0,0,45, <=50K
514, Private,337587, Some-college,10, Prof-specialty,0,0,50, >50K
515, Private,189346, HS-grad,9, Craft-repair,0,0,45, <=50K
516, ?,222216, Assoc-voc,11, ?,0,0,38, <=50K
517, Private,267044, Some-college,10, Adm-clerical,0,0,20, <=50K
518, ?,214635, Some-college,10, ?,0,0,24, <=50K
519, ?,204226, Some-college,10, ?,0,0,35, <=50K
520, Private,108116, Bachelors,13, Prof-specialty,0,0,50, >50K
521, Self-emp-inc,99146, Bachelors,13, Exec-managerial,15024,0,80, >50K
522, Private,196232, HS-grad,9, Exec-managerial,7688,0,50, >50K
523, Local-gov,248344, Some-college,10, Handlers-cleaners,0,0,50, <=50K
524, Local-gov,186035, Some-college,10, Tech-support,0,0,45, >50K
525, Private,177905, Some-college,10, Machine-op-inspct,0,0,58, >50K
526, Private,85812, Some-college,10, Sales,0,0,40, <=50K
527, Private,221172, Bachelors,13, Exec-managerial,0,0,40, >50K
528, Private,99183, Some-college,10, Adm-clerical,0,0,9, <=50K
529, Self-emp-not-inc,190387, HS-grad,9, Craft-repair,0,0,50, <=50K
530, Self-emp-not-inc,202692, Masters,14, Prof-specialty,0,0,40, <=50K
531, Private,109339, 11th,7, Machine-op-inspct,0,0,46, <=50K
532, Private,108658, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
533, Private,197202, HS-grad,9, Other-service,0,0,40, <=50K
534, Private,101739, Assoc-acdm,12, Exec-managerial,0,0,50, >50K
535, Private,231559, Prof-school,15, Prof-specialty,20051,0,48, >50K
536, Local-gov,207853, 12th,8, Tech-support,0,0,50, <=50K
537, Private,190942, 1st-4th,2, Priv-house-serv,0,0,30, <=50K
538, Private,102345, Assoc-voc,11, Craft-repair,0,0,40, <=50K
539, Self-emp-inc,41493, Bachelors,13, Farming-fishing,0,0,45, <=50K
540, ?,190027, HS-grad,9, ?,0,0,40, <=50K
541, Private,210525, Some-college,10, Transport-moving,0,0,40, <=50K
542, Private,133937, Doctorate,16, Prof-specialty,0,0,40, <=50K
543, Private,237903, Some-college,10, Handlers-cleaners,0,0,40, <=50K
544, Private,163862, HS-grad,9, Transport-moving,0,0,40, <=50K
545, Private,201872, Some-college,10, Sales,0,0,50, <=50K
546, Private,84179, HS-grad,9, Handlers-cleaners,0,0,45, <=50K
547, Private,51662, 10th,6, Other-service,0,0,8, <=50K
548, Local-gov,233327, Some-college,10, Protective-serv,0,0,40, <=50K
549, Private,259510, HS-grad,9, Handlers-cleaners,0,0,36, <=50K
550, Private,184831, Some-college,10, Craft-repair,0,0,40, <=50K
551, Self-emp-not-inc,245724, Some-college,10, Exec-managerial,0,0,50, <=50K
552, Self-emp-not-inc,27053, HS-grad,9, Other-service,0,0,40, <=50K
553, Private,205343, 11th,7, Adm-clerical,0,0,40, <=50K
554, Private,229328, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
555, Federal-gov,319560, Assoc-voc,11, Craft-repair,0,0,40, >50K
556, Private,136218, 11th,7, Machine-op-inspct,0,0,40, <=50K
557, Private,54576, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
558, Private,323069, HS-grad,9, Adm-clerical,0,0,20, <=50K
559, Private,148291, HS-grad,9, Tech-support,0,0,32, <=50K
560, Private,152453, 11th,7, Other-service,0,0,40, <=50K
561, Private,114053, Bachelors,13, Transport-moving,0,0,55, <=50K
562, Private,212960, Bachelors,13, Sales,0,0,35, >50K
563, Private,264052, Some-college,10, Prof-specialty,0,0,50, >50K
564, Private,82804, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
565, Self-emp-not-inc,334273, Bachelors,13, Prof-specialty,0,0,60, >50K
566, Private,27337, HS-grad,9, Handlers-cleaners,0,0,48, <=50K
567, Self-emp-inc,188436, Masters,14, Exec-managerial,5013,0,45, <=50K
568, Private,433665, 7th-8th,4, Other-service,0,0,40, <=50K
569, Self-emp-not-inc,110663, HS-grad,9, Craft-repair,0,0,35, <=50K
570, Private,87490, Masters,14, Exec-managerial,0,0,42, <=50K
571, Private,354351, HS-grad,9, Craft-repair,0,0,40, <=50K
572, Private,95469, HS-grad,9, Prof-specialty,0,0,40, <=50K
573, Private,242718, 11th,7, Sales,0,0,12, <=50K
574, Private,22463, Assoc-voc,11, Craft-repair,0,1977,40, >50K
575, Private,158156, Doctorate,16, Prof-specialty,0,0,70, <=50K
576, Private,350162, Bachelors,13, Exec-managerial,0,0,40, >50K
577, ?,165532, 12th,8, ?,0,0,25, <=50K
578, Self-emp-not-inc,28738, Assoc-acdm,12, Sales,0,0,35, <=50K
579, Local-gov,283635, Bachelors,13, Prof-specialty,0,0,40, <=50K
580, Self-emp-not-inc,86646, Some-college,10, Craft-repair,0,0,45, <=50K
581, ?,195733, Some-college,10, ?,0,0,30, >50K
582, Private,69884, HS-grad,9, Sales,0,0,40, >50K
583, Private,199713, HS-grad,9, Craft-repair,0,0,40, <=50K
584, Private,181659, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
585, Self-emp-not-inc,340939, Bachelors,13, Tech-support,0,0,40, <=50K
586, Private,197747, Some-college,10, Sales,0,0,24, <=50K
587, Private,34292, Some-college,10, Adm-clerical,0,0,60, <=50K
588, Private,156764, 11th,7, Other-service,0,0,40, <=50K
589, Private,25826, 10th,6, Craft-repair,0,1887,47, >50K
590, Self-emp-inc,103948, Bachelors,13, Prof-specialty,0,0,80, <=50K
591, ?,137390, HS-grad,9, ?,0,0,40, <=50K
592, ?,105138, HS-grad,9, ?,0,0,40, <=50K
593, Private,39352, 7th-8th,4, Transport-moving,0,0,48, >50K
594, Private,168387, Bachelors,13, Prof-specialty,7688,0,40, >50K
595, Private,117789, Bachelors,13, Adm-clerical,0,0,40, <=50K
596, Private,267147, HS-grad,9, Sales,0,0,40, <=50K
597, ?,99399, Some-college,10, ?,0,0,25, <=50K
598, Self-emp-not-inc,214242, Prof-school,15, Prof-specialty,0,1902,50, >50K
599, Private,200408, Some-college,10, Tech-support,2174,0,40, <=50K
600, Private,136455, Bachelors,13, Prof-specialty,0,0,45, <=50K
601, Private,239824, Bachelors,13, Tech-support,0,0,40, <=50K
602, Private,217039, Some-college,10, Adm-clerical,0,0,28, <=50K
603, Private,51290, 7th-8th,4, Other-service,0,0,40, <=50K
604, Local-gov,175674, 9th,5, Other-service,0,0,40, <=50K
605, Self-emp-not-inc,194404, Assoc-acdm,12, Farming-fishing,0,0,40, <=50K
606, Private,45612, HS-grad,9, Adm-clerical,0,0,37, <=50K
607, Private,410114, Masters,14, Craft-repair,0,0,40, >50K
608, Private,182521, HS-grad,9, Craft-repair,0,0,40, <=50K
609, Local-gov,339772, HS-grad,9, Exec-managerial,0,0,40, <=50K
610, Private,169658, 10th,6, Other-service,0,0,21, <=50K
611, Private,200853, Masters,14, Prof-specialty,6849,0,60, <=50K
612, Private,247564, HS-grad,9, Craft-repair,0,0,40, <=50K
613, Private,249909, HS-grad,9, Handlers-cleaners,0,0,50, <=50K
614, Local-gov,208122, Bachelors,13, Prof-specialty,1055,0,40, <=50K
615, Private,109881, Bachelors,13, Other-service,0,0,20, <=50K
616, Private,207824, HS-grad,9, Handlers-cleaners,0,0,60, <=50K
617, Private,369027, HS-grad,9, Transport-moving,0,0,45, <=50K
618, Self-emp-not-inc,114117, HS-grad,9, Exec-managerial,0,0,32, <=50K
619, Self-emp-inc,51048, Bachelors,13, Sales,0,0,55, <=50K
620, Private,102388, Prof-school,15, Prof-specialty,15024,0,45, >50K
621, Private,190483, Bachelors,13, Sales,0,0,20, <=50K
622, Private,462440, 11th,7, Other-service,0,0,20, <=50K
623, Private,109351, 9th,5, Priv-house-serv,0,0,24, <=50K
624, Private,34383, Assoc-voc,11, Transport-moving,0,0,55, <=50K
625, Private,241832, 9th,5, Handlers-cleaners,0,0,40, <=50K
626, Private,124187, HS-grad,9, Farming-fishing,0,0,60, <=50K
627, Private,153614, HS-grad,9, Sales,0,0,45, >50K
628, Self-emp-not-inc,267556, HS-grad,9, Sales,0,0,64, <=50K
629, Private,205469, Some-college,10, Exec-managerial,0,0,40, >50K
630, Private,268090, Bachelors,13, Sales,0,0,26, >50K
631, Self-emp-not-inc,165039, Some-college,10, Other-service,0,0,40, <=50K
632, Local-gov,120451, 10th,6, Other-service,0,0,40, <=50K
633, Private,154374, Some-college,10, Craft-repair,15024,0,60, >50K
634, Private,103649, Bachelors,13, Adm-clerical,0,0,40, >50K
635, Self-emp-not-inc,35723, HS-grad,9, Craft-repair,0,0,60, <=50K
636, Private,262601, HS-grad,9, Other-service,0,0,14, <=50K
637, Private,226181, Bachelors,13, Handlers-cleaners,0,0,40, <=50K
638, Private,175697, Bachelors,13, Exec-managerial,15024,0,60, >50K
639, Self-emp-inc,248145, 5th-6th,3, Transport-moving,0,0,50, <=50K
640, Self-emp-not-inc,289436, Doctorate,16, Prof-specialty,0,0,60, >50K
641, Private,75654, HS-grad,9, Craft-repair,0,0,55, <=50K
642, Private,199378, HS-grad,9, Craft-repair,0,0,40, <=50K
643, Private,160968, Some-college,10, Handlers-cleaners,0,0,40, <=50K
644, Private,188563, Some-college,10, Sales,5178,0,50, >50K
645, Private,55849, Some-college,10, Craft-repair,0,0,45, <=50K
646, Self-emp-inc,195322, Doctorate,16, Prof-specialty,0,0,40, >50K
647, Local-gov,402089, HS-grad,9, Adm-clerical,0,0,40, <=50K
648, Private,78277, HS-grad,9, Craft-repair,0,0,15, <=50K
649, ?,158611, HS-grad,9, ?,0,0,50, <=50K
650, State-gov,169496, Bachelors,13, Tech-support,0,0,40, >50K
651, Private,130959, Some-college,10, Other-service,0,0,20, <=50K
652, Private,556660, HS-grad,9, Exec-managerial,4101,0,50, <=50K
653, Private,292472, Doctorate,16, Prof-specialty,0,0,40, >50K
654, State-gov,143774, Some-college,10, Exec-managerial,0,0,45, <=50K
655, Private,288341, HS-grad,9, Machine-op-inspct,0,0,32, <=50K
656, State-gov,71592, Some-college,10, Adm-clerical,0,0,40, <=50K
657, ?,167358, 9th,5, ?,1111,0,15, <=50K
658, Private,106742, HS-grad,9, Craft-repair,0,0,45, <=50K
659, Private,219288, 7th-8th,4, Craft-repair,0,0,35, <=50K
660, Private,174524, HS-grad,9, Machine-op-inspct,0,0,40, >50K
661, Self-emp-not-inc,335183, 12th,8, Handlers-cleaners,0,0,40, >50K
662, Private,261293, Masters,14, Sales,0,0,60, <=50K
663, Private,111900, Some-college,10, Prof-specialty,0,0,40, <=50K
664, Local-gov,194360, Masters,14, Prof-specialty,0,0,38, <=50K
665, Private,81145, Some-college,10, Sales,0,0,25, <=50K
666, Private,341204, Assoc-acdm,12, Prof-specialty,8614,0,40, >50K
667, State-gov,249362, Some-college,10, Transport-moving,3411,0,40, <=50K
668, Private,247019, HS-grad,9, Craft-repair,0,0,40, >50K
669, ?,114746, 11th,7, ?,0,1762,40, <=50K
670, Private,172146, 9th,5, Machine-op-inspct,0,1721,40, <=50K
671, Federal-gov,110457, Some-college,10, Exec-managerial,0,0,40, <=50K
672, ?,80077, 11th,7, ?,0,0,20, <=50K
673, Self-emp-not-inc,368700, 11th,7, Farming-fishing,0,0,10, <=50K
674, Private,182556, Bachelors,13, Exec-managerial,0,0,40, >50K
675, Self-emp-inc,219420, HS-grad,9, Sales,0,0,50, >50K
676, Private,240817, HS-grad,9, Sales,2597,0,40, <=50K
677, Private,102726, 12th,8, Other-service,0,0,16, <=50K
678, Private,226267, Some-college,10, Adm-clerical,0,0,40, <=50K
679, Private,125457, HS-grad,9, Craft-repair,0,0,45, <=50K
680, Self-emp-not-inc,204021, HS-grad,9, Exec-managerial,0,0,50, <=50K
681, Local-gov,92262, HS-grad,9, Protective-serv,0,0,48, <=50K
682, Private,161141, Assoc-voc,11, Craft-repair,0,0,40, >50K
683, Self-emp-not-inc,190290, HS-grad,9, Craft-repair,0,0,40, >50K
684, Local-gov,430828, Some-college,10, Exec-managerial,0,0,40, <=50K
685, State-gov,59342, 11th,7, Adm-clerical,0,0,5, <=50K
686, Private,136721, HS-grad,9, Exec-managerial,0,0,40, <=50K
687, ?,149422, 7th-8th,4, ?,0,0,4, <=50K
688, Local-gov,86644, Bachelors,13, Prof-specialty,0,0,55, <=50K
689, Private,195124, Masters,14, Exec-managerial,0,0,35, <=50K
690, Private,167350, HS-grad,9, Other-service,0,0,30, <=50K
691, Local-gov,113000, Some-college,10, Farming-fishing,0,0,40, <=50K
692, Private,140027, Some-college,10, Machine-op-inspct,0,0,45, <=50K
693, Private,262425, Some-college,10, Prof-specialty,0,0,50, <=50K
694, Private,316702, Some-college,10, Prof-specialty,0,0,20, <=50K
695, State-gov,335453, Bachelors,13, Tech-support,0,0,20, <=50K
696, ?,202480, Assoc-acdm,12, ?,0,0,45, <=50K
697, Private,203628, Masters,14, Prof-specialty,0,0,60, >50K
698, Private,118710, Masters,14, Tech-support,0,1902,40, >50K
699, Private,189620, Bachelors,13, Prof-specialty,0,0,40, <=50K
700, Private,475028, HS-grad,9, Sales,0,0,20, <=50K
701, Local-gov,110866, Bachelors,13, Prof-specialty,0,0,50, <=50K
702, Private,243605, Bachelors,13, Sales,0,1380,40, <=50K
703, Private,163870, Some-college,10, Handlers-cleaners,0,0,30, <=50K
704, Self-emp-not-inc,80145, Some-college,10, Craft-repair,0,0,40, <=50K
705, Private,295566, Doctorate,16, Prof-specialty,25236,0,65, >50K
706, Private,63042, Bachelors,13, Exec-managerial,0,0,50, >50K
707, Private,229148, 12th,8, Other-service,0,0,40, <=50K
708, Private,242552, Some-college,10, Sales,0,0,40, <=50K
709, Private,177665, HS-grad,9, Craft-repair,0,0,35, <=50K
710, Private,208103, 11th,7, Other-service,0,0,25, <=50K
711, Private,296450, Bachelors,13, Prof-specialty,0,0,40, <=50K
712, Private,70282, Some-college,10, Adm-clerical,0,0,40, <=50K
713, Private,271767, Bachelors,13, Prof-specialty,0,0,40, <=50K
714, Private,144995, Assoc-voc,11, Tech-support,4386,0,40, <=50K
715, Local-gov,382635, Bachelors,13, Adm-clerical,0,0,35, <=50K
716, Private,295697, HS-grad,9, Other-service,0,0,40, <=50K
717, Private,194141, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
718, State-gov,378418, HS-grad,9, Tech-support,0,0,40, <=50K
719, Private,214399, Some-college,10, Sales,0,0,15, <=50K
720, Private,217460, Bachelors,13, Exec-managerial,0,0,45, >50K
721, Private,182556, HS-grad,9, Other-service,0,0,40, <=50K
722, Private,125831, HS-grad,9, Craft-repair,0,2051,60, <=50K
723, Private,271328, Bachelors,13, Prof-specialty,4650,0,40, <=50K
724, Local-gov,50459, HS-grad,9, Exec-managerial,0,0,42, >50K
725, Private,162140, Bachelors,13, Exec-managerial,7298,0,45, >50K
726, Private,177937, Bachelors,13, Prof-specialty,0,0,40, >50K
727, Private,111502, HS-grad,9, Sales,0,0,40, <=50K
728, Private,299047, Some-college,10, Other-service,0,0,20, <=50K
729, Private,223212, HS-grad,9, Other-service,0,0,40, <=50K
730, Self-emp-not-inc,118474, 11th,7, Exec-managerial,9386,0,59, >50K
